"","id","k","v"
"4956757",142318678,"highway","service"
"4956758",142318679,"highway","service"
"4956759",142318680,"highway","footway"
"4956760",142318681,"highway","footway"
"4956761",142318682,"highway","footway"
"4956762",142318683,"highway","footway"
"4956763",142318684,"highway","footway"
"4956784",142319058,"highway","service"
"4956785",142319059,"highway","service"
"4956786",142319060,"highway","service"
"4956787",142319062,"highway","service"
"4958152",142431257,"highway","footway"
"4958153",142431258,"highway","footway"
"4958154",142431259,"highway","footway"
"4958155",142431260,"highway","footway"
"4958156",142431261,"highway","footway"
"4958157",142431262,"highway","footway"
"4958160",142431264,"highway","service"
"4958161",142431265,"highway","footway"
"4958162",142431266,"highway","service"
"4958163",142431267,"highway","footway"
"4958164",142431268,"highway","footway"
"4958165",142431269,"highway","footway"
"4958166",142431270,"highway","footway"
"4958167",142431271,"highway","service"
"4958168",142431272,"highway","footway"
"4958169",142431273,"highway","footway"
"4958170",142431274,"highway","footway"
"4958171",142431276,"highway","service"
"4958172",142431277,"highway","footway"
"4958173",142431278,"highway","footway"
"4958174",142431279,"highway","service"
"4958175",142431280,"highway","footway"
"4958176",142431281,"highway","footway"
"4958177",142431282,"highway","footway"
"4958178",142431283,"highway","footway"
"4958179",142431284,"highway","footway"
"4958180",142431285,"highway","footway"
"4958181",142431286,"highway","footway"
"4958182",142431287,"highway","footway"
"4958183",142431288,"highway","footway"
"4958184",142431289,"highway","footway"
"4958185",142431290,"highway","footway"
"4958186",142431291,"bridge","yes"
"4958187",142431291,"highway","footway"
"4958188",142431292,"highway","footway"
"4958362",142434777,"highway","pedestrian"
"4958363",142434778,"highway","footway"
"4961011",142592182,"highway","service"
"4961012",142592183,"highway","service"
"4961305",142605749,"highway","footway"
"4961306",142605749,"tunnel","yes"
"4962634",142659367,"highway","footway"
"4962635",142659368,"highway","footway"
"4962636",142659370,"highway","service"
"4962637",142659370,"name","Heights Garth"
"4962638",142659371,"highway","service"
"4962639",142659372,"highway","service"
"4962640",142659373,"highway","track"
"4962641",142659375,"highway","footway"
"4962642",142659376,"highway","footway"
"4962643",142659378,"highway","footway"
"4962644",142659380,"highway","footway"
"4962645",142659382,"highway","service"
"4962646",142659383,"highway","footway"
"4963943",142716914,"highway","footway"
"4963944",142716916,"highway","service"
"4963945",142716917,"highway","service"
"4963947",142716919,"highway","service"
"4963948",142716920,"highway","footway"
"4963949",142716921,"highway","footway"
"4964374",142721507,"highway","footway"
"4964449",142725082,"highway","residential"
"4964450",142725082,"name","Shortway"
"4964451",142725083,"highway","residential"
"4964452",142725083,"name","Sunnybank Avenue"
"4964453",142725084,"highway","residential"
"4964454",142725084,"name","Sunnybank Grove"
"4964455",142725085,"highway","residential"
"4964456",142725085,"name","Sunnybank Lane"
"4964457",142725087,"highway","unclassified"
"4964458",142725087,"name","Woodhall Road"
"4964459",142725088,"highway","track"
"4964460",142725089,"highway","service"
"4964461",142725090,"highway","service"
"4965305",142759451,"highway","residential"
"4965306",142759451,"name","Fairfield Square"
"4965307",142759452,"highway","residential"
"4965308",142759452,"name","Nansen Avenue"
"4965309",142759453,"highway","residential"
"4965310",142759453,"name","Nansen Grove"
"4965311",142759454,"highway","residential"
"4965312",142759454,"name","Nansen Place"
"4965313",142759456,"highway","residential"
"4965314",142759456,"name","Nansen Terrace"
"4965315",142759457,"highway","residential"
"4965316",142759457,"name","Nansen View"
"4965317",142759458,"highway","footway"
"4965318",142759459,"highway","footway"
"4965670",142777535,"highway","residential"
"4965671",142777535,"name","Ashlea Gate"
"4966491",142798734,"bicycle","yes"
"4966492",142798734,"cycleway","no"
"4966493",142798734,"foot","yes"
"4966494",142798734,"highway","residential"
"4966495",142798734,"name","Carrholm Crescent"
"4966496",142798734,"oneway","no"
"4966497",142798734,"surface","paved"
"4966515",142799921,"highway","residential"
"4966516",142799921,"name","Carrholme Drive"
"4966517",142799923,"highway","residential"
"4966518",142799923,"name","Carrholme Drive"
"4966519",142799925,"highway","residential"
"4966520",142799925,"name","Carrholm Grove"
"4967013",142813706,"highway","service"
"4967023",142813962,"highway","path"
"4967027",142814173,"highway","path"
"4967098",142817464,"highway","footway"
"4967099",142817465,"bicycle","permissive"
"4967100",142817465,"highway","footway"
"4967101",142817466,"highway","footway"
"4967102",142817467,"highway","footway"
"4967103",142817468,"highway","service"
"4967104",142817469,"highway","footway"
"4967105",142817470,"bicycle","permissive"
"4967106",142817470,"highway","footway"
"4967107",142817471,"highway","footway"
"4967108",142817472,"bicycle","permissive"
"4967109",142817472,"highway","footway"
"4968079",142848221,"highway","track"
"4968080",142848222,"highway","footway"
"4968621",142892967,"highway","service"
"4968819",142903078,"highway","service"
"4968820",142903079,"highway","footway"
"4972473",143111742,"bicycle","yes"
"4972474",143111742,"highway","bridleway"
"4972475",143111743,"bicycle","yes"
"4972476",143111743,"highway","bridleway"
"4973048",143159171,"highway","track"
"4973050",143159173,"highway","footway"
"4973051",143159174,"highway","footway"
"4973052",143159175,"highway","footway"
"4973053",143159176,"highway","footway"
"4973776",143226746,"highway","residential"
"4973777",143226746,"name","Tyersal Garth"
"4973778",143226748,"highway","bridleway"
"4973779",143226751,"highway","track"
"4973823",143231173,"access","permissive"
"4973824",143231173,"highway","service"
"4973837",143232884,"highway","track"
"4973920",143236676,"highway","service"
"4973921",143236676,"oneway","yes"
"4973922",143236679,"highway","service"
"4973923",143236679,"oneway","yes"
"4973924",143236680,"highway","track"
"4973925",143236681,"highway","service"
"4973926",143236681,"oneway","yes"
"4973927",143236682,"highway","service"
"4974834",143281577,"highway","footway"
"4976168",143317253,"highway","residential"
"4976169",143317253,"name","Grange Avenue"
"4976170",143317255,"highway","residential"
"4976171",143317255,"name","Grange Grove"
"4976172",143317257,"highway","residential"
"4976173",143317257,"name","Grange View"
"4978676",143459488,"bicycle","yes"
"4978677",143459488,"highway","trunk_link"
"4978678",143459488,"oneway","yes"
"4978691",143460612,"highway","unclassified"
"4978692",143460612,"oneway","yes"
"4978705",143460882,"highway","unclassified"
"4978706",143460882,"name","Quarry Hill"
"4993669",143901620,"highway","unclassified"
"4993670",143901620,"name","South Approach"
"4993745",143902122,"highway","motorway_link"
"4993746",143902122,"lanes","2"
"4993747",143902122,"lit","no"
"4993748",143902122,"maxspeed","70mph"
"4993749",143902122,"oneway","yes"
"4993761",143902499,"highway","motorway_link"
"4993762",143902499,"lit","no"
"4993763",143902499,"maxspeed","70mph"
"4993764",143902499,"oneway","yes"
"4993765",143902501,"highway","motorway_link"
"4993766",143902501,"lit","no"
"4993767",143902501,"maxspeed","70mph"
"4993768",143902501,"oneway","yes"
"4993788",143902707,"highway","residential"
"4993789",143902707,"name","Greystones Close"
"4993790",143902708,"highway","residential"
"4993791",143902708,"name","Pinfold Rise"
"4993792",143902709,"highway","residential"
"4993793",143902709,"name","Hayton Wood View"
"4993794",143902710,"highway","residential"
"4993795",143902710,"name","Rein Court"
"4993796",143902711,"highway","residential"
"4993797",143902713,"highway","residential"
"4993798",143902713,"name","Haverthwaites Drive"
"4993799",143902714,"highway","residential"
"4993800",143902714,"name","Greystone Park"
"4993801",143902716,"highway","residential"
"4993802",143902716,"name","The Dale"
"4993893",143904944,"highway","footway"
"4993994",143905432,"highway","footway"
"4993995",143905433,"foot","yes"
"4993996",143905433,"highway","footway"
"4993997",143905433,"name","Nanny Goat Lane"
"4993998",143905433,"tunnel","yes"
"4994001",143905440,"foot","yes"
"4994002",143905440,"highway","track"
"4994003",143905440,"name","Nanny Goat Lane"
"4994004",143905441,"foot","yes"
"4994005",143905441,"highway","bridleway"
"4994006",143905442,"bridge","yes"
"4994007",143905442,"foot","yes"
"4994008",143905442,"highway","bridleway"
"4994009",143906038,"highway","motorway_link"
"4994010",143906038,"lit","no"
"4994011",143906038,"oneway","yes"
"4994019",143906429,"highway","footway"
"4994020",143906431,"highway","motorway_link"
"4994021",143906431,"lit","no"
"4994022",143906431,"oneway","yes"
"4994031",143907877,"highway","motorway_link"
"4994032",143907877,"lanes","2"
"4994033",143907877,"lit","yes"
"4994034",143907877,"oneway","yes"
"4994094",143911617,"highway","motorway_link"
"4994095",143911617,"lit","yes"
"4994096",143911617,"oneway","yes"
"4994097",143911617,"ref","M1"
"4994098",143911627,"highway","motorway_link"
"4994099",143911627,"lit","no"
"4994100",143911627,"oneway","yes"
"4994101",143911627,"ref","M1"
"4996753",144014268,"highway","residential"
"4996754",144014268,"maxspeed","30 mph"
"4996755",144014268,"name","Lister Hill"
"4996756",144014269,"highway","residential"
"4996757",144014269,"name","Bachelor Lane"
"4997144",144022824,"highway","footway"
"4997145",144022825,"highway","footway"
"4997742",144047573,"highway","residential"
"4997743",144047573,"name","Clifford Drive"
"4997744",144047574,"highway","residential"
"4997745",144047574,"name","Guiseley Drive"
"4997746",144047575,"highway","residential"
"4997747",144047575,"name","Ingle Lane"
"4997748",144047576,"highway","residential"
"4997749",144047576,"name","Kingsdale Avenue"
"4997750",144047577,"highway","residential"
"4997751",144047577,"name","Kingsdale Close"
"4997752",144047578,"highway","residential"
"4997753",144047578,"name","Kingsdale Drive"
"4997758",144047581,"highway","residential"
"4997759",144047581,"name","Newby Court"
"4997760",144047582,"highway","residential"
"4997761",144047582,"name","Newby Court"
"4997762",144047583,"highway","service"
"4997763",144047584,"highway","footway"
"4997764",144047585,"highway","footway"
"4997765",144047586,"highway","footway"
"4997766",144047587,"highway","residential"
"4997767",144047588,"highway","footway"
"4997768",144047588,"surface","grass"
"4997769",144047589,"access","yes"
"4997770",144047589,"bicycle","yes"
"4997771",144047589,"cycleway","no"
"4997772",144047589,"foot","yes"
"4997773",144047589,"highway","residential"
"4997774",144047589,"maxspeed","20 mph"
"4997775",144047589,"motor_vehicle","yes"
"4997776",144047589,"name","Norwood Avenue"
"4997777",144047589,"oneway","no"
"4997778",144047589,"surface","paved"
"4997779",144047590,"highway","footway"
"4997780",144047591,"highway","residential"
"4997781",144047591,"name","Guiseley Drive"
"4997782",144047592,"highway","footway"
"4997783",144047593,"highway","footway"
"4999009",144111500,"highway","track"
"4999013",144111508,"highway","track"
"4999763",144139101,"highway","residential"
"4999764",144139101,"name","Blue Hill Crescent"
"4999765",144139103,"highway","residential"
"4999766",144139103,"name","Cliffe Park Crescent"
"4999774",144140747,"highway","residential"
"4999775",144140747,"name","Swallow Mount"
"4999776",144140749,"highway","residential"
"4999777",144140749,"name","Swallow Crescent"
"4999778",144140753,"highway","residential"
"4999779",144140753,"name","Silver Royd Drive"
"4999780",144140757,"highway","residential"
"4999781",144140757,"name","Swallow Avenue"
"4999782",144140760,"highway","residential"
"4999783",144140760,"name","Albany Street"
"5002084",144309242,"highway","trunk"
"5002085",144309242,"lit","yes"
"5002086",144309242,"maxspeed","60mph"
"5002087",144309242,"ref","A63"
"5002088",144309245,"bicycle","yes"
"5002089",144309245,"foot","yes"
"5002090",144309245,"highway","cycleway"
"5002099",144309252,"highway","trunk"
"5002100",144309252,"lanes","2"
"5002101",144309252,"lit","yes"
"5002102",144309252,"maxspeed","70mph"
"5002103",144309252,"name","Great North Road"
"5002104",144309252,"oneway","yes"
"5002105",144309252,"ref","A63"
"5002106",144309256,"highway","secondary"
"5002107",144309256,"ref","B1222"
"5002108",144309259,"highway","trunk"
"5002109",144309259,"lanes","1"
"5002110",144309259,"lit","yes"
"5002111",144309259,"maxspeed","60mph"
"5002112",144309259,"oneway","yes"
"5002113",144309259,"ref","A63"
"5002114",144309261,"highway","trunk"
"5002115",144309261,"junction","roundabout"
"5002116",144309261,"lit","yes"
"5002117",144309261,"maxspeed","60mph"
"5002118",144309261,"name","The Boot and Shoe Roundabout"
"5002119",144309261,"oneway","yes"
"5002120",144309261,"ref","A63"
"5002121",144309267,"highway","tertiary"
"5002122",144309267,"lit","yes"
"5002123",144309267,"oneway","yes"
"5002124",144309269,"highway","trunk_link"
"5002125",144309269,"oneway","yes"
"5002126",144309271,"bridge","yes"
"5002127",144309271,"highway","trunk"
"5002128",144309271,"lanes","2"
